Unnamed: 0,id,city,name,entity,country,sources,isMobile,isAnalysis,parameters,sensorType,lastUpdated,firstUpdated,measurements,bounds,manufacturers,coordinates.latitude,coordinates.longitude,province,pm25_average
72,1600,BRITISH COLUMBIA,Burnaby South,,CA,,False,,"[{'id': 10, 'unit': 'ppm', 'count': 54916, 'average': 0.01932539080907094, 'lastValue': 0.04, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2016-03-06T19:00:00+00:00', 'manufacturers': None}, {'id': 8, 'unit': 'ppm', 'count': 14632, 'average': 0.18578299120234554, 'lastValue': 0.2, 'parameter': 'co', 'displayName': 'co ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 8, 'firstUpdated': '2022-03-24T23:00:00+00:00', 'manufacturers': None}, {'id': 1, 'unit': 'µg/m³', 'count': 14202, 'average': 8.744029321352565, 'lastValue': 1.0, 'parameter': 'pm10', 'displayName': 'pm10 µg/m³', 'lastUpdated': '2024-04-04T17:00:00+00:00', 'parameterId': 1, 'firstUpdated': '2022-03-24T23:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 40054, 'average': 5.580358718024112, 'lastValue': 4.3, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2018-08-20T16:00:00+00:00', 'manufacturers': None}, {'id': 9, 'unit': 'ppm', 'count': 14580, 'average': 0.00025988508442776145, 'lastValue': 0.0003, 'parameter': 'so2', 'displayName': 'so2 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 9, 'firstUpdated': '2022-03-24T23:00:00+00:00', 'manufacturers': None}, {'id': 7, 'unit': 'ppm', 'count': 14608, 'average': 0.01102030349370676, 'lastValue': 0.0035, 'parameter': 'no2', 'displayName': 'no2 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 7, 'firstUpdated': '2022-03-24T23:00:00+00:00', 'manufacturers': None}, {'id': 35, 'unit': 'ppm', 'count': 7559, 'average': 0.0016721954576737737, 'lastValue': 0.0008, 'parameter': 'no', 'displayName': 'no ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 35, 'firstUpdated': '2023-03-30T05:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2016-03-06T19:00:00+00:00,160551,"[-122.98555999999999, 49.21528, -122.98555999999999, 49.21528]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",49.21528,-122.98556,BC,5.580358718024112
73,1709,BRITISH COLUMBIA,Mahon Park,,CA,,False,,"[{'id': 7, 'unit': 'ppm', 'count': 14506, 'average': 0.010353795534665212, 'lastValue': 0.0179, 'parameter': 'no2', 'displayName': 'no2 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 7, 'firstUpdated': '2022-03-24T23:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 40135, 'average': 5.081798483206932, 'lastValue': 4.5, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2018-08-20T16:00:00+00:00', 'manufacturers': None}, {'id': 8, 'unit': 'ppm', 'count': 14480, 'average': 0.20059017552126063, 'lastValue': 0.2, 'parameter': 'co', 'displayName': 'co ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 8, 'firstUpdated': '2022-03-24T23:00:00+00:00', 'manufacturers': None}, {'id': 9, 'unit': 'ppm', 'count': 14511, 'average': 0.0005173228346456475, 'lastValue': 0.0008, 'parameter': 'so2', 'displayName': 'so2 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 9, 'firstUpdated': '2022-03-24T23:00:00+00:00', 'manufacturers': None}, {'id': 10, 'unit': 'ppm', 'count': 54720, 'average': 0.01868616464503289, 'lastValue': 0.025, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2016-03-06T19:00:00+00:00', 'manufacturers': None}, {'id': 35, 'unit': 'ppm', 'count': 7447, 'average': 0.0018500689655172337, 'lastValue': 0.008400000000000001, 'parameter': 'no', 'displayName': 'no ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 35, 'firstUpdated': '2023-03-30T05:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2016-03-06T19:00:00+00:00,145799,"[-123.083611, 49.323891, -123.083611, 49.323891]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",49.323891,-123.083611,BC,5.081798483206932
74,1729,BRITISH COLUMBIA,Surrey East,,CA,,False,,"[{'id': 10, 'unit': 'ppm', 'count': 54512, 'average': 0.02194291204363591, 'lastValue': 0.036, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2016-03-06T19:00:00+00:00', 'manufacturers': None}, {'id': 35, 'unit': 'ppm', 'count': 7530, 'average': 0.0011855762594892942, 'lastValue': 0.001, 'parameter': 'no', 'displayName': 'no ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 35, 'firstUpdated': '2023-03-30T05:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 40105, 'average': 6.127854055802168, 'lastValue': 6.0, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2018-08-20T17:00:00+00:00', 'manufacturers': None}, {'id': 8, 'unit': 'ppm', 'count': 14538, 'average': 0.18278222013170278, 'lastValue': 0.2, 'parameter': 'co', 'displayName': 'co ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 8, 'firstUpdated': '2022-03-24T23:00:00+00:00', 'manufacturers': None}, {'id': 7, 'unit': 'ppm', 'count': 14568, 'average': 0.0072516319076235, 'lastValue': 0.0031, 'parameter': 'no2', 'displayName': 'no2 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 7, 'firstUpdated': '2022-03-24T23:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2016-03-06T19:00:00+00:00,131253,"[-122.69417000000001, 49.13278, -122.69417000000001, 49.13278]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",49.13278,-122.69417,BC,6.127854055802168
75,1734,BRITISH COLUMBIA,Maple Ridge,,CA,,False,,"[{'id': 35, 'unit': 'ppm', 'count': 7458, 'average': 0.0012594073053066772, 'lastValue': 0.0015, 'parameter': 'no', 'displayName': 'no ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 35, 'firstUpdated': '2023-03-30T05:00:00+00:00', 'manufacturers': None}, {'id': 10, 'unit': 'ppm', 'count': 54911, 'average': 0.021370777320809702, 'lastValue': 0.037, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2016-03-06T19:00:00+00:00', 'manufacturers': None}, {'id': 7, 'unit': 'ppm', 'count': 14294, 'average': 0.007097734120766602, 'lastValue': 0.0046, 'parameter': 'no2', 'displayName': 'no2 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 7, 'firstUpdated': '2022-04-04T15:00:00+00:00', 'manufacturers': None}, {'id': 8, 'unit': 'ppm', 'count': 14237, 'average': 0.17979810265142315, 'lastValue': 0.1, 'parameter': 'co', 'displayName': 'co ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 8, 'firstUpdated': '2022-04-04T15:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2016-03-06T19:00:00+00:00,90900,"[-122.58194, 49.215, -122.58194, 49.215]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",49.215,-122.58194,BC,
76,1848,BRITISH COLUMBIA,Chilliwack,,CA,,False,,"[{'id': 1, 'unit': 'µg/m³', 'count': 13181, 'average': 16.065318262938728, 'lastValue': 6.0, 'parameter': 'pm10', 'displayName': 'pm10 µg/m³', 'lastUpdated': '2024-02-20T19:00:00+00:00', 'parameterId': 1, 'firstUpdated': '2022-03-24T23:00:00+00:00', 'manufacturers': None}, {'id': 35, 'unit': 'ppm', 'count': 7499, 'average': 0.002308989547038323, 'lastValue': 0.0012, 'parameter': 'no', 'displayName': 'no ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 35, 'firstUpdated': '2023-03-30T05:00:00+00:00', 'manufacturers': None}, {'id': 8, 'unit': 'ppm', 'count': 14527, 'average': 0.1974334824582042, 'lastValue': 0.2, 'parameter': 'co', 'displayName': 'co ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 8, 'firstUpdated': '2022-03-24T23:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 39982, 'average': 6.615110051789094, 'lastValue': 4.4, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2018-08-20T16:00:00+00:00', 'manufacturers': None}, {'id': 7, 'unit': 'ppm', 'count': 14593, 'average': 0.007427447531949876, 'lastValue': 0.0029, 'parameter': 'no2', 'displayName': 'no2 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 7, 'firstUpdated': '2022-03-24T23:00:00+00:00', 'manufacturers': None}, {'id': 9, 'unit': 'ppm', 'count': 14599, 'average': 0.00013487690504102989, 'lastValue': 0.0003, 'parameter': 'so2', 'displayName': 'so2 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 9, 'firstUpdated': '2022-03-24T23:00:00+00:00', 'manufacturers': None}, {'id': 10, 'unit': 'ppm', 'count': 54699, 'average': 0.019828188940754055, 'lastValue': 0.034, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2016-03-06T19:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2016-03-06T19:00:00+00:00,159080,"[-121.94056, 49.156110000000005, -121.94056, 49.156110000000005]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",49.156110000000005,-121.94056,BC,6.615110051789094
77,1967,BRITISH COLUMBIA,Coquitlam,,CA,,False,,"[{'id': 35, 'unit': 'ppm', 'count': 7354, 'average': 0.0011871458189357223, 'lastValue': 0.0017, 'parameter': 'no', 'displayName': 'no ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 35, 'firstUpdated': '2023-03-30T05:00:00+00:00', 'manufacturers': None}, {'id': 7, 'unit': 'ppm', 'count': 14373, 'average': 0.00859539496989029, 'lastValue': 0.0055, 'parameter': 'no2', 'displayName': 'no2 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 7, 'firstUpdated': '2022-03-24T23:00:00+00:00', 'manufacturers': None}, {'id': 10, 'unit': 'ppm', 'count': 53703, 'average': 0.0178476453713579, 'lastValue': 0.032, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2016-03-06T19:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2016-03-06T19:00:00+00:00,75430,"[-122.79139000000002, 49.28806, -122.79139000000002, 49.28806]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",49.28806,-122.79139000000002,BC,
78,2037,NOVA SCOTIA,SYDNEY,,CA,,False,,"[{'id': 8, 'unit': 'ppm', 'count': 11321, 'average': 0.12175273865414826, 'lastValue': 0.2, 'parameter': 'co', 'displayName': 'co ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 8, 'firstUpdated': '2022-04-25T16:00:00+00:00', 'manufacturers': None}, {'id': 35, 'unit': 'ppm', 'count': 5185, 'average': 0.0006104000000000007, 'lastValue': 0.0013, 'parameter': 'no', 'displayName': 'no ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 35, 'firstUpdated': '2023-03-30T05:00:00+00:00', 'manufacturers': None}, {'id': 19840, 'unit': 'ppm', 'count': 5185, 'average': 0.0015744000000000012, 'lastValue': 0.0019, 'parameter': 'nox', 'displayName': 'nox ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 19840, 'firstUpdated': '2023-03-30T05:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 19905, 'average': 6.349870112569107, 'lastValue': 2.9, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2016-03-06T19:00:00+00:00', 'manufacturers': None}, {'id': 7, 'unit': 'ppm', 'count': 11734, 'average': 0.0016460803059273475, 'lastValue': 0.0006, 'parameter': 'no2', 'displayName': 'no2 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 7, 'firstUpdated': '2022-04-08T13:00:00+00:00', 'manufacturers': None}, {'id': 10, 'unit': 'ppm', 'count': 20008, 'average': 0.027067245263018472, 'lastValue': 0.037, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2016-03-06T19:00:00+00:00', 'manufacturers': None}, {'id': 9, 'unit': 'ppm', 'count': 11751, 'average': 0.0003078111209179159, 'lastValue': 0.0003, 'parameter': 'so2', 'displayName': 'so2 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 9, 'firstUpdated': '2022-04-08T13:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2016-03-06T19:00:00+00:00,85089,"[-60.172575, 46.142317, -60.172575, 46.142317]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",46.142317,-60.172575,NS,6.349870112569107
79,2064,ONTARIO,Experimental Lakes,,CA,,False,,"[{'id': 10, 'unit': 'ppm', 'count': 52416, 'average': 0.031623784204382215, 'lastValue': 0.049, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2016-03-06T19:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2016-03-06T19:00:00+00:00,52416,"[-93.7211, 49.6639, -93.7211, 49.6639]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",49.6639,-93.7211,ON,
80,2074,BRITISH COLUMBIA,North Delta,,CA,,False,,"[{'id': 35, 'unit': 'ppm', 'count': 7514, 'average': 0.00191331938633193, 'lastValue': 0.0013, 'parameter': 'no', 'displayName': 'no ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 35, 'firstUpdated': '2023-03-30T05:00:00+00:00', 'manufacturers': None}, {'id': 10, 'unit': 'ppm', 'count': 54690, 'average': 0.019053553419637707, 'lastValue': 0.038, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2016-03-06T19:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 55231, 'average': 5.756625281937664, 'lastValue': 4.8, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2016-03-06T19:00:00+00:00', 'manufacturers': None}, {'id': 7, 'unit': 'ppm', 'count': 14598, 'average': 0.010693143125513796, 'lastValue': 0.0053, 'parameter': 'no2', 'displayName': 'no2 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 7, 'firstUpdated': '2022-03-24T23:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2016-03-06T19:00:00+00:00,132033,"[-122.90167, 49.15833, -122.90167, 49.15833]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",49.15833,-122.90167,BC,5.756625281937664
81,2113,BRITISH COLUMBIA,Rocky Point Park,,CA,,False,,"[{'id': 8, 'unit': 'ppm', 'count': 14164, 'average': 0.20543107647345443, 'lastValue': 0.2, 'parameter': 'co', 'displayName': 'co ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 8, 'firstUpdated': '2022-03-24T23:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 55441, 'average': 5.571119842829044, 'lastValue': 3.8, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2016-03-06T19:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2016-03-06T19:00:00+00:00,69605,"[-122.84917, 49.28083, -122.84917, 49.28083]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",49.28083,-122.84917,BC,5.571119842829044
82,2129,BRITISH COLUMBIA,Richmond South,,CA,,False,,"[{'id': 35, 'unit': 'ppm', 'count': 7540, 'average': 0.0020295501730103645, 'lastValue': 0.0054, 'parameter': 'no', 'displayName': 'no ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 35, 'firstUpdated': '2023-03-30T05:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 40311, 'average': 5.854138303777512, 'lastValue': 4.4, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2018-08-20T16:00:00+00:00', 'manufacturers': None}, {'id': 9, 'unit': 'ppm', 'count': 14562, 'average': 9.511216056670507e-05, 'lastValue': 0.0008, 'parameter': 'so2', 'displayName': 'so2 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 9, 'firstUpdated': '2022-03-24T23:00:00+00:00', 'manufacturers': None}, {'id': 8, 'unit': 'ppm', 'count': 14564, 'average': 0.15715364644796045, 'lastValue': 0.2, 'parameter': 'co', 'displayName': 'co ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 8, 'firstUpdated': '2022-03-24T23:00:00+00:00', 'manufacturers': None}, {'id': 10, 'unit': 'ppm', 'count': 54979, 'average': 0.018387254500816665, 'lastValue': 0.031, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2016-03-06T19:00:00+00:00', 'manufacturers': None}, {'id': 7, 'unit': 'ppm', 'count': 14548, 'average': 0.00944732047793691, 'lastValue': 0.011300000000000001, 'parameter': 'no2', 'displayName': 'no2 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 7, 'firstUpdated': '2022-03-24T23:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2016-03-06T19:00:00+00:00,146504,"[-123.10833000000001, 49.14139, -123.10833000000001, 49.14139]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",49.14139,-123.10833,BC,5.854138303777512
83,2251,ONTARIO,Egbert,,CA,,False,,"[{'id': 10, 'unit': 'ppm', 'count': 54099, 'average': 0.03122336869640925, 'lastValue': 0.034, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2016-03-06T19:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2016-03-06T19:00:00+00:00,54099,"[-79.7814, 44.2325, -79.7814, 44.2325]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",44.2325,-79.7814,ON,
84,2272,BRITISH COLUMBIA,PRG Plaza 400,,CA,,False,,"[{'id': 35, 'unit': 'ppm', 'count': 7324, 'average': 0.002612580877066852, 'lastValue': 0.0028, 'parameter': 'no', 'displayName': 'no ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 35, 'firstUpdated': '2023-03-30T05:00:00+00:00', 'manufacturers': None}, {'id': 1, 'unit': 'µg/m³', 'count': 18106, 'average': 17.085259756400696, 'lastValue': 42.0, 'parameter': 'pm10', 'displayName': 'pm10 µg/m³', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 1, 'firstUpdated': '2021-07-23T15:00:00+00:00', 'manufacturers': None}, {'id': 7, 'unit': 'ppm', 'count': 48688, 'average': 0.00896528674338032, 'lastValue': 0.0106, 'parameter': 'no2', 'displayName': 'no2 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 7, 'firstUpdated': '2016-03-06T19:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 51459, 'average': 9.352167680278038, 'lastValue': 19.5, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2016-03-06T19:00:00+00:00', 'manufacturers': None}, {'id': 9, 'unit': 'ppm', 'count': 48421, 'average': 0.0013352254542031846, 'lastValue': 0.006, 'parameter': 'so2', 'displayName': 'so2 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 9, 'firstUpdated': '2016-03-06T19:00:00+00:00', 'manufacturers': None}, {'id': 10, 'unit': 'ppm', 'count': 48827, 'average': 0.019896110210695712, 'lastValue': 0.038, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2016-03-06T19:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2016-03-06T19:00:00+00:00,222825,"[-122.74194, 53.914719999999996, -122.74194, 53.914719999999996]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",53.91472,-122.74194,BC,9.352167680278038
87,7975,BRITISH COLUMBIA,Vanderhoof Courthous,,CA,,False,,"[{'id': 1, 'unit': 'µg/m³', 'count': 9047, 'average': 18.195972347460174, 'lastValue': 0.0, 'parameter': 'pm10', 'displayName': 'pm10 µg/m³', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 1, 'firstUpdated': '2021-08-18T16:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 8771, 'average': 13.175986842105264, 'lastValue': 11.9, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2018-10-04T21:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2018-10-04T21:00:00+00:00,17818,"[-124.0061, 54.0163, -124.0061, 54.0163]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",54.0163,-124.0061,BC,13.175986842105264
88,8132,NEW BRUNSWICK,FREDERICTON-NEEDHAM,,CA,,False,,"[{'id': 7, 'unit': 'ppm', 'count': 6995, 'average': 0.0013156549520766737, 'lastValue': 0.0013, 'parameter': 'no2', 'displayName': 'no2 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 7, 'firstUpdated': '2023-05-07T00:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 6813, 'average': 6.411276595744683, 'lastValue': 1.9, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2023-05-07T00:00:00+00:00', 'manufacturers': None}, {'id': 10, 'unit': 'ppm', 'count': 7104, 'average': 0.02983846971307113, 'lastValue': 0.033, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2023-05-07T00:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2023-05-07T00:00:00+00:00,20912,"[-66.645562, 45.957344, -66.645562, 45.957344]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",45.957344,-66.645562,NB,6.411276595744683
89,8213,BRITISH COLUMBIA,Castlegar Zinio Park,,CA,,False,,"[{'id': 10, 'unit': 'ppm', 'count': 18824, 'average': 0.01919181902696038, 'lastValue': 0.042, 'parameter': 'o3', 'displayName': 'o3 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 10, 'firstUpdated': '2021-07-23T12:00:00+00:00', 'manufacturers': None}, {'id': 9, 'unit': 'ppm', 'count': 18848, 'average': 0.0011882726077202706, 'lastValue': 0.0001, 'parameter': 'so2', 'displayName': 'so2 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 9, 'firstUpdated': '2021-07-23T12:00:00+00:00', 'manufacturers': None}, {'id': 35, 'unit': 'ppm', 'count': 7185, 'average': 0.000685601265822786, 'lastValue': -0.0001, 'parameter': 'no', 'displayName': 'no ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 35, 'firstUpdated': '2023-03-30T05:00:00+00:00', 'manufacturers': None}, {'id': 1, 'unit': 'µg/m³', 'count': 19551, 'average': 14.762103692651996, 'lastValue': 0.0, 'parameter': 'pm10', 'displayName': 'pm10 µg/m³', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 1, 'firstUpdated': '2021-07-23T17:00:00+00:00', 'manufacturers': None}, {'id': 2, 'unit': 'µg/m³', 'count': 37535, 'average': 9.62633157579007, 'lastValue': 2.7, 'parameter': 'pm25', 'displayName': 'pm25 µg/m³', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 2, 'firstUpdated': '2018-08-20T16:00:00+00:00', 'manufacturers': None}, {'id': 7, 'unit': 'ppm', 'count': 18661, 'average': 0.005261821036106803, 'lastValue': 0.0008, 'parameter': 'no2', 'displayName': 'no2 ppm', 'lastUpdated': '2024-04-20T16:00:00+00:00', 'parameterId': 7, 'firstUpdated': '2021-07-23T12:00:00+00:00', 'manufacturers': None}]",,2024-04-20T16:00:00+00:00,2018-08-20T16:00:00+00:00,120604,"[-117.66152699999999, 49.317698, -117.66152699999999, 49.317698]","[{'modelName': 'Government Monitor', 'manufacturerName': 'Unknown Governmental Organization'}]",49.317698,-117.661527,BC,9.62633157579007
